,average bond length,distortion index,bond angle variance,frequency
0,1.988859404502503,0.0011290205977102835,0.24053545958177633,7909.790146874
1,1.9888927146496327,0.0011401670797441536,0.4802324367629105,7619.874234355882
2,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.800560177962
3,1.988859347761996,0.0011457930066762487,0.23971810949592162,7620.930328243599
4,1.9888260371957402,0.001134646291607994,0.0,7888.340652301562
5,1.988859347761996,0.0011457930066762487,0.2397181094959132,7620.897678849009
6,1.988859404502503,0.0011290205977102835,0.24053545958176795,7909.740520105284
7,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.904262795969
8,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.784498556129
9,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7443.964032128099
10,1.9888593761805329,0.0011401863647780412,0.2401273061742687,7703.221472928005
11,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7443.8881073208995
12,1.9888927430660222,0.0011289828270952835,0.48064152011441935,7712.611822461529
13,1.9889260527961585,0.0011345322126106014,0.7254259276799606,7388.1554411844
14,1.9889260527961585,0.0011345322126106014,0.7152090368554623,7503.054370549928
15,1.9888927430660222,0.0011289828270952462,0.48064152011441935,7712.632372700837
16,1.9889260527961585,0.001134532212610564,0.7152090368554539,7502.996681625599
17,1.9889260527961585,0.001134532212610564,0.7254259276799606,7388.190854431397
18,1.9888926863297958,0.0011457355150274267,0.47982439608771527,7444.238917680008
19,1.9888593761805329,0.0011401863647780412,0.24012730617427708,7703.51093450461
20,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7444.1436648614
21,1.9888927430660222,0.0011289828270952462,0.48064152011442773,7712.891448578762
22,1.9889260527961585,0.001134532212610564,0.7152090368554456,7503.231423228025
23,1.9889260527961585,0.0011345322126106014,0.7254259276799522,7388.462129594896
24,1.9888927430660222,0.001128982827095209,0.48064152011442773,7712.88126110612
25,1.9889260527961585,0.001134532212610527,0.7254259276799522,7388.3373217718445
26,1.9889260527961585,0.001134532212610564,0.7152090368554623,7503.329132254081
27,1.9888927145530655,1.1174743859390705e-05,0.48023069803393265,9595.0059027182
28,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9952.20943529912
29,1.9888927145530655,1.1174743859353491e-05,0.48023069803392426,9594.519077011457
30,1.9888927145530655,1.1174743859353491e-05,0.4802306980339242,9595.684540729226
31,1.9889260526030388,1.116404527128733e-16,0.7152059374172042,9897.001392538275
32,1.9889260526030388,1.4885393695049773e-16,0.7254227690591898,9094.850574689477
33,1.9888927145530655,1.1174743859390705e-05,0.4802306980339326,9595.211999253408
34,1.9889260526030388,1.4885393695049773e-16,0.7254227690591898,9094.9980125546
35,1.9889260526030392,3.721348423762443e-17,0.7152059374172042,9897.277760113968
36,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9953.306035790049
37,1.9888927145530655,1.1174743859353491e-05,0.48023069803392426,9595.527221524644
38,1.9888927145530655,1.1174743859353491e-05,0.48023069803393265,9595.226888442441
39,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9951.674525286402
40,1.98882603719574,0.0,0.0,10773.009683472099
41,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9950.64524803224
42,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9953.456084806081
43,1.9888927145530655,1.1174743859353491e-05,0.4802306980339159,9595.679642851599
44,1.9888927145530655,1.1174743859353491e-05,0.48023069803392426,9596.065795359122
45,1.9888927145530655,1.1174743859353491e-05,0.48023069803392426,9595.017069488966
46,1.9888593760839661,1.1175212159886126e-05,0.2401259151393589,9951.15559051944
47,1.9888927145530655,1.1174743859353491e-05,0.4802306980339159,9594.67051080732
48,1.9888927145530655,1.1174743859353491e-05,0.48023069803391577,9595.789747442403
49,1.9889260526030388,1.116404527128733e-16,0.725422769059215,9093.508239372544
50,1.9889260526030388,1.116404527128733e-16,0.7152059374172042,9896.635892894568
51,1.9888927145530655,1.1174743859353491e-05,0.4802306980339242,9596.5005445929
52,1.9889260526030388,1.116404527128733e-16,0.7152059374172042,9896.628730203602
53,1.9889260526030388,1.116404527128733e-16,0.7254227690592067,9093.889873648322
54,1.988859347761996,0.0011457930066762487,0.23971810949592162,7617.4126272840995
55,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.292706873601
56,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.304927276899
57,1.988859404502503,0.0011290205977102835,0.24053545958177633,7907.290681010705
58,1.9888260371957402,0.001134646291607994,0.0,7888.712441843775
59,1.988859404502503,0.0011290205977102835,0.24053545958176795,7907.285701326401
60,1.988859347761996,0.0011457930066762487,0.2397181094959132,7617.475118309904
61,1.9888927146496327,0.0011401670797441536,0.48023243676291894,7619.43778115088
62,1.9888927146496327,0.0011401670797441536,0.4802324367629105,7619.49120235181
63,1.9888927430660222,0.0011289828270952462,0.48064152011441924,7712.182908331225
64,1.9888593761805329,0.0011401863647780412,0.2401273061742687,7705.808564080226
65,1.9888927430660222,0.0011289828270952835,0.48064152011441924,7712.173950792256
66,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7443.6147812209965
67,1.9889260527961585,0.0011345322126106014,0.7254259276799606,7387.8423986484795
68,1.9889260527961585,0.001134532212610564,0.7152090368554539,7502.758998667023
69,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7443.513147985209
70,1.9889260527961585,0.0011345322126106014,0.7152090368554623,7502.613480346384
71,1.9889260527961585,0.001134532212610564,0.7254259276799606,7387.75335206568
72,1.9888927430660222,0.001128982827095209,0.4806415201144276,7712.212942470435
73,1.9888593761805329,0.0011401863647780412,0.24012730617427708,7705.803648247849
74,1.9888927430660222,0.0011289828270952462,0.4806415201144276,7712.200647786496
75,1.9888926863297958,0.0011457355150273894,0.47982439608771527,7443.6701707638495
76,1.9889260527961585,0.001134532212610564,0.7152090368554456,7502.7758026592255
77,1.9889260527961585,0.001134532212610527,0.7254259276799522,7387.935399610001
78,1.9888926863297958,0.0011457355150274267,0.47982439608771527,7443.51935984389
79,1.9889260527961585,0.0011345322126106014,0.7254259276799521,7387.738052610305
80,1.9889260527961585,0.001134532212610564,0.7152090368554623,7502.638426243984
81,1.9888927847461908,0.0054531392649177085,0.48124665582600185,-3843.267814869025
82,1.9888595131411473,0.005447756477185831,0.24210428653813942,-3709.811629017729
83,1.9888927847461908,0.005453139264917746,0.48124665582600185,-3843.3553510296015
84,1.9888927847461908,0.005453139264917746,0.48124665582600185,-3843.321625931841
85,1.9889260559422377,0.005458521599498324,0.7152595054212533,-3965.7245500520007
86,1.988926055942238,0.005458521599498323,0.7254773611049015,-3975.6966983718758
87,1.9888927847461908,0.0054531392649177085,0.48124665582600185,-3843.3025316406247
88,1.988926055942238,0.005458521599498323,0.7254773611049014,-3975.1810666273686
89,1.988926055942238,0.005458521599498286,0.7152595054212699,-3965.6970934359615
90,1.9888593092251001,0.005464452061471421,0.2391637763933751,-3858.3594411016356
91,1.9888925808454634,0.005469834154001481,0.4783069563802053,-3987.265893329601
92,1.9888925808454634,0.005469834154001481,0.47830695638021364,-3987.8059259519287
93,1.9888593092251001,0.005464452061471421,0.2391637763933751,-3858.816998868129
94,1.98882603719574,0.005459069515790489,0.0,-3727.062573406929
95,1.9888593092251001,0.005464452061471421,0.2391637763933751,-3859.055416719616
96,1.9888593092251001,0.005464452061471421,0.2391637763933751,-3858.3727338716008
97,1.9888925808454634,0.005469834154001481,0.4783069563801801,-3987.2809218064
98,1.9888925808454634,0.005469834154001481,0.4783069563802053,-3987.2340684134006
99,1.9888927847461908,0.005453139264917746,0.48124665582600185,-3843.260623557369
100,1.9888595131411473,0.005447756477185831,0.24210428653814786,-3709.908595542361
101,1.9888927847461908,0.005453139264917783,0.48124665582600185,-3843.3606825843362
102,1.9888927847461908,0.005453139264917783,0.48124665582600185,-3843.3304291599998
103,1.9889260559422375,0.0054585215994983624,0.7254773611048846,-3975.1886325154096
104,1.9889260559422375,0.005458521599498325,0.7152595054212532,-3965.681475953649
105,1.9888927847461908,0.005453139264917746,0.48124665582600185,-3843.3015397306885
106,1.9889260559422375,0.005458521599498325,0.7152595054212533,-3965.718882394116
107,1.9889260559422377,0.005458521599498324,0.7254773611049182,-3975.7046430697214
108,1.9888592806699892,0.005464461711615488,0.23875344015220906,-3918.134025
109,1.9888925809432265,0.005469834120963022,0.47830871526552593,-4045.251038834944
110,1.9888925809432265,0.005469834120963022,0.47830871526554264,-4045.024109054016
111,1.988859337877974,0.00546444237828881,0.23957587158897423,-3911.780581204441
112,1.98882603719574,0.005459069515790452,0.0,-3784.909358294689
113,1.988859337877974,0.00546444237828881,0.23957587158897423,-3911.8497554275236
114,1.9888592806699892,0.005464461711615488,0.23875344015220906,-3918.1511760487692
115,1.9888925809432265,0.005469834120963022,0.47830871526551744,-4045.264776940816
116,1.9888925809432265,0.005469834120963022,0.4783087152655343,-4045.0392459881286
117,1.9888928134946449,0.005453129549761109,0.4816600502158516,-3896.5118268261162
118,1.9888595132389104,0.005447756444147908,0.24210570058811828,-3768.1169973001
119,1.9888928134946449,0.005453129549761109,0.4816600502158516,-3896.5710031504
120,1.9888927562910108,0.005453148880966784,0.48083784774037036,-3905.2623124416036
121,1.9889260561377486,0.005458521533428659,0.7254805631886844,-4033.072112899729
122,1.9889260561377486,0.005458521533428659,0.7152626477078878,-4023.483768697969
123,1.9888927562910108,0.005453148880966746,0.48083784774037036,-3905.234066064384
124,1.9889260561377486,0.005458521533428622,0.7152626477078878,-4023.5524012644837
125,1.9889260561377486,0.005458521533428622,0.7254805631887096,-4033.0110199040637
126,1.988892813494645,0.005453129549761108,0.4816600502158516,-3896.5200665405437
127,1.9888595132389104,0.005447756444147908,0.24210570058810985,-3767.100284917264
128,1.9888928134946449,0.005453129549761109,0.4816600502158516,-3896.5707534603234
129,1.9888927562910108,0.005453148880966746,0.48083784774037885,-3905.2521887282887
130,1.9889260561377486,0.005458521533428622,0.715262647707871,-4023.568766602449
131,1.9889260561377486,0.005458521533428584,0.7254805631887012,-4033.020291784225
132,1.9888927562910108,0.005453148880966709,0.48083784774037885,-3905.227316945124
133,1.9889260561377486,0.005458521533428584,0.7254805631887012,-4033.051663841344
134,1.9889260561377486,0.005458521533428547,0.7152626477078962,-4023.4778061920997
135,1.988859337877974,0.00546444237828881,0.23957587158897423,-3911.3091370116003
136,1.9888925809432265,0.005469834120963022,0.4783087152655343,-4045.1293049715614
137,1.9888925809432265,0.005469834120963022,0.47830871526554264,-4045.023854652004
138,1.9888592806699892,0.005464461711615488,0.23875344015220906,-3919.638327210225
139,1.98882603719574,0.005459069515790452,0.0,-3785.964773677636
140,1.9888592806699892,0.005464461711615488,0.23875344015220906,-3919.787583754849
141,1.988859337877974,0.00546444237828881,0.23957587158897423,-3911.335654211584
142,1.9888925809432265,0.005469834120963022,0.47830871526551744,-4045.145968537444
143,1.9888925809432265,0.005469834120963022,0.47830871526552593,-4045.0360659576036
144,1.9888927562910108,0.005453148880966746,0.4808378477403703,-3905.177448633561
145,1.9888595132389104,0.005447756444147908,0.24210570058811828,-3768.153951154681
146,1.9888927562910108,0.005453148880966784,0.4808378477403703,-3905.3291792726886
147,1.9888928134946449,0.005453129549761109,0.4816600502158516,-3896.494348672836
148,1.9889260561377486,0.005458521533428659,0.7254805631886844,-4033.1141542944165
149,1.9889260561377486,0.005458521533428622,0.7152626477078878,-4023.4665155016014
150,1.9888928134946449,0.005453129549761109,0.4816600502158517,-3896.5296795517215
151,1.9889260561377486,0.005458521533428659,0.7152626477078878,-4023.58056489
152,1.9889260561377486,0.005458521533428622,0.7254805631887096,-4032.9699951375605
153,1.9888927562910108,0.005453148880966709,0.48083784774037874,-3905.184322692676
154,1.9888595132389104,0.005447756444147908,0.24210570058810985,-3768.1722439936
155,1.9888927562910108,0.005453148880966746,0.48083784774037874,-3905.332928831569
156,1.9888928134946449,0.005453129549761109,0.4816600502158517,-3896.542039154944
157,1.9889260561377486,0.005458521533428622,0.7152626477078712,-4023.6120270747037
158,1.9889260561377486,0.005458521533428584,0.7254805631887012,-4032.9793939820493
159,1.988892813494645,0.005453129549761108,0.4816600502158516,-3896.4821139888636
160,1.9889260561377486,0.005458521533428584,0.7254805631887012,-4033.0957373422807
161,1.9889260561377486,0.005458521533428547,0.7152626477078962,-4023.4431730006886
162,1.988892648271879,0.005464313446621921,0.47928115079297484,2128.340788995136
163,1.9888592401444731,0.005470108025458243,0.23817169435689475,2182.619083183081
164,1.988892648271879,0.005464313446621884,0.47928115079296646,2128.307295883561
165,1.988892648271879,0.005464313446621884,0.47928115079296646,2128.319013829264
166,1.9889260559696915,0.005458519351618345,0.7152599961595231,2129.233574417161
167,1.9889260559696915,0.005458519351618345,0.7254778588542242,2033.1163965684639
168,1.988892648271879,0.005464313446621921,0.47928115079297484,2128.207833045009
169,1.9889260559696915,0.005458519351618345,0.7254778588542242,2032.9628226153209
170,1.988926055969692,0.005458519351618307,0.7152599961595314,2129.060447078049
171,1.988859445737166,0.005453275163282127,0.24113031969043638,2869.152767767729
172,1.9888928538489992,0.005447481294607012,0.4822389551029179,2833.422786309025
173,1.9888928538489992,0.005447481294606975,0.4822389551029348,2832.679532663929
174,1.988859445737166,0.005453275163282127,0.24113031969043638,2874.1253821569
175,1.98882603719574,0.005459069515790489,0.0,2989.8448769166757
176,1.988859445737166,0.005453275163282164,0.24113031969042795,2874.172667138721
177,1.988859445737166,0.005453275163282164,0.24113031969042795,2869.322141130916
178,1.9888928538489992,0.005447481294607087,0.4822389551029179,2832.841652006916
179,1.9888928538489992,0.005447481294607012,0.4822389551029179,2833.5244563396
180,1.988892648271879,0.005464313446621958,0.47928115079297484,2128.283767822276
181,1.9888592401444736,0.005470108025458243,0.2381716943569031,2181.558888679921
182,1.988892648271879,0.005464313446621958,0.47928115079297484,2128.251197818729
183,1.988892648271879,0.005464313446621958,0.47928115079297484,2128.2560879166763
184,1.9889260559696915,0.0054585193516184195,0.7254778588542411,2032.4201749816411
185,1.988926055969692,0.005458519351618307,0.7152599961595314,2128.3178143530254
186,1.988892648271879,0.005464313446621958,0.47928115079297484,2128.1965767291613
187,1.988926055969692,0.005458519351618307,0.7152599961595314,2128.238557402896
188,1.988926055969692,0.005458519351618307,0.7254778588542242,2032.2957495420808
189,1.988859417645494,0.005453265823964518,0.24072498321284758,-15.428531958889
190,1.9888928539443895,0.005447481326320176,0.4822406741186077,23.804923982841
191,1.9888928539443895,0.005447481326320176,0.48224067411861604,23.618598850609
192,1.9888594739242287,0.005453284534312927,0.24153737525453656,136.259839495521
193,1.98882603719574,0.005459069515790526,0.0,118.59554126496398
194,1.9888594739242287,0.005453284534312927,0.24153737525453656,136.244198072161
195,1.988859417645494,0.005453265823964518,0.24072498321284758,-15.252164781604
196,1.9888928539443895,0.005447481326320214,0.48224067411860766,23.657124371880997
197,1.9888928539443895,0.005447481326320176,0.4822406741186077,23.857119140625002
198,1.9888926765522197,0.005464322848349897,0.4796894628638128,-64.443389296896
199,1.988859240239864,0.00547010805717082,0.23817306284308673,-71.64584728576901
200,1.9888926765522197,0.005464322848349897,0.47968946286382114,-64.45623419929599
201,1.9888926202776955,0.005464304140025961,0.4788772940618109,-192.15390731768102
202,1.9889260561604585,0.005458519415037793,0.7254809749298119,-188.362257087169
203,1.9889260561604585,0.005458519415037756,0.7152630536494019,-164.02514027290002
204,1.9888926202776955,0.005464304140025887,0.4788772940618109,-192.312298964241
205,1.9889260561604585,0.0054585194150376815,0.7152630536494019,-164.20231208102498
206,1.9889260561604585,0.0054585194150376815,0.7254809749298204,-188.50617236002503
207,1.9888926765522197,0.005464322848349934,0.4796894628638127,-64.539018169924
208,1.988859240239864,0.00547010805717082,0.23817306284308673,-71.75697696060098
209,1.9888926765522197,0.005464322848349897,0.47968946286380443,-64.528848010225
210,1.9888926202776955,0.005464304140025887,0.47887729406180246,-192.16255727744098
211,1.9889260561604585,0.005458519415037719,0.7152630536493935,-164.017379183329
212,1.9889260561604585,0.005458519415037719,0.7254809749298119,-188.40554668809997
213,1.9888926202776955,0.005464304140025887,0.47887729406180257,-192.329800363204
214,1.9889260561604585,0.0054585194150376815,0.7254809749298036,-188.56691768908897
215,1.9889260561604585,0.005458519415037719,0.7152630536494103,-164.191266473796
216,1.9888594739242287,0.005453284534312927,0.24153737525453656,139.51382369040903
217,1.9888928539443895,0.005447481326320176,0.4822406741186077,23.795615705625
218,1.9888928539443895,0.005447481326320176,0.48224067411861604,23.686988157183997
219,1.988859417645494,0.005453265823964518,0.24072498321284758,-11.843763941529
220,1.98882603719574,0.005459069515790526,0.0,118.25011775836902
221,1.988859417645494,0.005453265823964518,0.24072498321284758,-11.898043017316
222,1.9888594739242287,0.005453284534312927,0.24153737525453656,139.49849265870398
223,1.9888928539443895,0.005447481326320214,0.48224067411860766,23.796386447716003
224,1.9888928539443895,0.005447481326320176,0.4822406741186077,23.666463902761
225,1.9888926202776955,0.005464304140025887,0.4788772940618109,-191.18576307603598
226,1.988859240239864,0.00547010805717082,0.23817306284308673,-74.19265788225601
227,1.9888926202776955,0.005464304140025961,0.4788772940618109,-191.223153095716
228,1.9888926765522197,0.005464322848349897,0.479689462863821,-63.217892137023995
229,1.9889260561604585,0.005458519415037793,0.7254809749298119,-187.444411989156
230,1.9889260561604585,0.0054585194150376815,0.7152630536494019,-163.0284634276
231,1.9888926765522197,0.005464322848349897,0.4796894628638128,-63.304062268225
232,1.9889260561604585,0.005458519415037756,0.7152630536494019,-163.09642318824098
233,1.9889260561604585,0.0054585194150376815,0.7254809749298204,-187.413553668649
234,1.9888926202776955,0.005464304140025887,0.47887729406180257,-191.097474087601
235,1.988859240239864,0.00547010805717082,0.23817306284308673,-74.148838784784
236,1.9888926202776955,0.005464304140025887,0.47887729406180246,-191.15694870630398
237,1.9888926765522197,0.005464322848349897,0.47968946286380443,-63.265081984225006
238,1.9889260561604585,0.005458519415037719,0.7152630536493935,-163.001855459524
239,1.9889260561604585,0.0054585194150376815,0.7254809749298036,-187.39030892736398
240,1.9888926765522197,0.005464322848349934,0.4796894628638127,-63.15709775673599
241,1.9889260561604585,0.005458519415037719,0.7254809749298119,-187.407831331204
242,1.9889260561604585,0.005458519415037719,0.7152630536494103,-162.913339590001
